Val,Freq
0.93600005,7
0.9365001,3
0.9370001,11
0.93750006,7
0.9380001,7
0.93850005,5
0.93900007,3
0.9395001,9
0.94000006,10
0.9405001,7
0.94100004,10
0.94150007,11
0.9420001,7
0.94250005,11
0.9430001,8
0.94350004,5
0.94400007,9
0.9445001,5
0.94500005,6
0.9455001,11
0.94600004,4
0.94650006,3
0.9470001,13
0.94750005,6
0.9480001,4
0.9485001,6
0.94900006,6
0.9495001,6
0.95000005,3
0.9505001,7
0.9510001,5
0.95150006,6
0.9520001,7
0.95250005,5
0.95300007,7
0.9535001,14
0.95400006,10
0.9545001,9
0.95500004,4
0.95550007,3
0.9560001,7
0.95650005,11
0.9570001,13
0.95750004,10
0.95800006,4
0.9585001,5
0.95900005,7
0.9595001,11
0.9600001,8
0.96050006,8
0.9610001,6
0.96150005,7
0.9620001,8
0.9625001,10
0.96300006,10
0.9635001,6
0.96400005,5
0.96450007,7
0.9650001,10
0.96550006,14
0.9660001,4
0.96650004,10
0.96700007,11
0.9675001,7
0.96800005,11
0.9685001,8
0.96900004,10
0.96950006,7
0.9700001,10
0.97050005,3
0.9710001,11
0.9715001,11
0.97200006,12
0.9725001,10
0.97300005,5
0.9735001,8
0.9740001,9
0.97450006,16
0.9750001,11
0.97550005,9
0.9760001,8
0.9765001,16
0.97700006,9
0.9775001,11
0.97800004,11
0.97850007,7
0.9790001,11
0.97950006,13
0.9800001,13
0.98050004,16
0.98100007,13
0.9815001,9
0.98200005,7
0.9825001,20
0.9830001,13
0.98350006,9
0.9840001,7
0.98450005,12
0.9850001,12
0.9855001,13
0.98600006,12
0.9865001,16
0.98700005,15
0.9875001,14
0.9880001,19
0.98850006,13
0.9890001,25
0.98950005,13
0.99000007,16
0.9905001,14
0.99100006,19
0.9915001,19
0.99200004,22
0.99250007,18
0.9930001,15
0.99350005,17
0.9940001,24
0.99450004,28
0.99500006,16
0.9955001,28
0.99600005,31
0.9965001,28
0.9970001,24
0.99750006,31
0.9980001,34
0.99850005,44
0.9990001,43
0.9995001,57
1,69
